Att,Cmp,Pct,Yds,YPA,TD%,Int,Int%,Lg,Sack,Loss,Rate,TD
554,337,60.8,4132,7.5,5.4,14,2.5,65,23,217,91.4,30
451,257,57,3529,7.8,6,12,2.7,56,27,213,91,27
404,240,59.4,3199,7.9,7.4,19,4.7,74,23,191,89.7,30
463,257,55.5,3544,7.7,6.7,16,3.5,81,35,324,88.2,31
273,176,64.5,1795,6.6,5.5,9,3.3,71,15,100,87.8,15
589,348,59.1,4715,8,5.1,24,4.1,65,32,210,84.7,30
417,244,58.5,3223,7.7,3.1,11,2.6,87,44,338,82.4,13
509,309,60.7,3716,7.3,4.5,20,3.9,56,41,311,81.8,23
436,260,59.6,3287,7.5,6.4,25,5.7,58,30,252,80.7,28
301,183,60.8,2150,7.1,4,13,4.3,41,26,190,77.8,12
320,193,60.3,2250,7,3.1,12,3.8,77,49,348,76.4,10
446,248,55.6,3134,7,5.2,21,4.7,47,34,262,75.3,23
454,262,57.7,2962,6.5,3.7,16,3.5,54,31,282,75.2,17
424,218,51.4,3339,7.9,5.7,22,5.2,68,33,245,75,24
439,251,57.2,2805,6.4,4.6,18,4.1,69,13,129,74.5,20
306,175,57.2,2475,8.1,5.9,22,7.2,71,17,138,73.1,18
320,165,51.6,2299,7.2,5.6,16,5,86,36,285,72.9,18
488,276,56.6,3346,6.9,3.5,20,4.1,67,44,341,72.3,17
522,299,57.3,3582,6.9,3.6,23,4.4,76,37,214,72.2,19
478,278,58.2,3529,7.4,3.1,25,5.2,69,37,314,70,15
521,254,48.8,3396,6.5,3.8,16,3.1,61,23,194,69.9,20
457,293,64.1,3202,7,2.8,28,6.1,79,27,264,68.7,13
425,228,53.6,2946,6.9,3.8,20,4.7,69,39,292,68.6,16
275,166,60.4,1778,6.5,2.2,13,4.7,67,24,174,66.9,6
321,186,57.9,1998,6.2,3.7,17,5.3,93,14,114,66.7,12
278,148,53.2,2039,7.3,4,16,5.8,89,26,205,66.2,11
327,176,53.8,1850,5.7,4.3,17,5.2,61,17,127,63.1,14
479,264,55.1,3329,6.9,3.5,30,6.3,55,42,326,62.7,17
234,115,49.1,1324,5.7,4.7,12,5.1,59,13,113,60.9,11
402,193,48,2321,5.8,3.7,19,4.7,58,36,233,58.9,15
554,337,60.8,4132,7.5,5.4,14,2.5,65,23,217,91.4,30
451,257,57,3529,7.8,6,12,2.7,56,27,213,91,27
404,240,59.4,3199,7.9,7.4,19,4.7,74,23,191,89.7,30
463,257,55.5,3544,7.7,6.7,16,3.5,81,35,324,88.2,31
273,176,64.5,1795,6.6,5.5,9,3.3,71,15,100,87.8,15
589,348,59.1,4715,8,5.1,24,4.1,65,32,210,84.7,30
417,244,58.5,3223,7.7,3.1,11,2.6,87,44,338,82.4,13
509,309,60.7,3716,7.3,4.5,20,3.9,56,41,311,81.8,23
436,260,59.6,3287,7.5,6.4,25,5.7,58,30,252,80.7,28
301,183,60.8,2150,7.1,4,13,4.3,41,26,190,77.8,12
320,193,60.3,2250,7,3.1,12,3.8,77,49,348,76.4,10
446,248,55.6,3134,7,5.2,21,4.7,47,34,262,75.3,23
454,262,57.7,2962,6.5,3.7,16,3.5,54,31,282,75.2,17
424,218,51.4,3339,7.9,5.7,22,5.2,68,33,245,75,24
439,251,57.2,2805,6.4,4.6,18,4.1,69,13,129,74.5,20
306,175,57.2,2475,8.1,5.9,22,7.2,71,17,138,73.1,18
320,165,51.6,2299,7.2,5.6,16,5,86,36,285,72.9,18
488,276,56.6,3346,6.9,3.5,20,4.1,67,44,341,72.3,17
522,299,57.3,3582,6.9,3.6,23,4.4,76,37,214,72.2,19
478,278,58.2,3529,7.4,3.1,25,5.2,69,37,314,70,15
521,254,48.8,3396,6.5,3.8,16,3.1,61,23,194,69.9,20
457,293,64.1,3202,7,2.8,28,6.1,79,27,264,68.7,13
425,228,53.6,2946,6.9,3.8,20,4.7,69,39,292,68.6,16
275,166,60.4,1778,6.5,2.2,13,4.7,67,24,174,66.9,6
321,186,57.9,1998,6.2,3.7,17,5.3,93,14,114,66.7,12
278,148,53.2,2039,7.3,4,16,5.8,89,26,205,66.2,11
327,176,53.8,1850,5.7,4.3,17,5.2,61,17,127,63.1,14
479,264,55.1,3329,6.9,3.5,30,6.3,55,42,326,62.7,17
234,115,49.1,1324,5.7,4.7,12,5.1,59,13,113,60.9,11
402,193,48,2321,5.8,3.7,19,4.7,58,36,233,58.9,15
309,218,70.6,2495,8.1,3.9,9,2.9,56,26,154,95.3,12
330,204,61.8,2883,8.7,5.2,11,3.3,44,12,94,93.3,17
252,161,63.9,2033,8.1,5.2,9,3.6,78,30,223,91.3,13
247,156,63.2,2079,8.4,6.5,12,4.9,49,25,264,91.1,16
346,213,61.6,2613,7.6,4.9,11,3.2,55,20,166,88,17
261,153,58.6,1961,7.5,5.4,8,3.1,56,23,206,87.3,14
240,127,52.9,1768,7.4,7.1,11,4.6,74,18,131,81.4,17
210,120,57.1,1501,7.1,4.3,7,3.3,50,27,196,79.9,9
262,166,63.4,1905,7.3,3.1,11,4.2,86,20,177,77.9,8
209,118,56.5,1609,7.7,4.3,9,4.3,85,7,65,77.6,9
286,167,58.4,2076,7.3,4.2,12,4.2,57,31,244,77.5,12
169,95,56.2,1192,7.1,4.1,6,3.6,51,23,166,77.3,7
308,176,57.1,2037,6.6,4.9,12,3.9,65,21,130,77.3,15
261,152,58.2,2035,7.8,5.4,15,5.7,52,23,211,77,14
218,124,56.9,1790,8.2,5.5,14,6.4,80,25,196,75.3,12
298,161,54,2017,6.8,3.4,9,3,47,17,130,73.9,10
189,117,61.9,1343,7.1,3.2,10,5.3,48,13,106,71.8,6
205,109,53.2,1367,6.7,2.4,6,2.9,42,31,234,70.1,5
307,164,53.4,2071,6.7,2.9,11,3.6,62,11,128,69.6,9
223,131,58.7,1405,6.3,3.1,11,4.9,51,16,130,67.2,7
161,87,54,1005,6.2,3.7,8,5,46,12,92,64.8,6
179,98,54.7,1080,6,2.8,8,4.5,46,10,82,63.5,5
221,111,50.2,1281,5.8,2.3,7,3.2,53,16,129,62.4,5
132,67,50.8,880,6.7,4.5,8,6.1,54,29,234,62.1,6
245,126,51.4,1540,6.3,2.9,11,4.5,50,20,152,61.9,7
185,101,54.6,1064,5.8,2.2,8,4.3,40,13,117,60.7,4
197,100,50.8,1343,6.8,5.1,14,7.1,70,19,145,60.1,10
149,73,49,993,6.7,3.4,8,5.4,56,13,95,59.5,5
264,144,54.5,1597,6,2.7,16,6.1,47,11,105,56.3,7
432,274,63.4,3167,7.3,5.1,5,1.2,76,51,348,97.6,22
459,276,60.1,3714,8.1,6.3,11,2.4,84,34,242,97,29
296,173,58.4,2210,7.5,6.8,6,2,85,10,80,96,20
243,147,60.5,2139,8.8,7.4,11,4.5,50,38,279,95,18
515,332,64.5,3910,7.6,5,12,2.3,77,33,224,94.6,26
340,215,63.2,2975,8.8,5.9,15,4.4,59,14,107,92.5,20
354,209,59,2636,7.4,6.8,11,3.1,71,43,315,92,24
484,289,59.7,4458,9.2,6.6,29,6,75,40,307,87.3,32
297,198,66.7,2333,7.9,4,13,4.4,80,25,187,85.6,12
533,334,62.7,3980,7.5,5.4,23,4.3,80,37,314,85.6,29
379,230,60.7,2935,7.7,5.3,18,4.7,99,42,363,82.7,20
303,168,55.4,2411,8,5,12,4,76,29,195,81.4,15
603,346,57.4,4348,7.2,4,18,3,53,41,284,80.8,24
496,291,58.7,3566,7.2,5.2,23,4.6,66,27,233,79.1,26
295,175,59.3,2184,7.4,4.1,13,4.4,87,42,266,77.6,12
464,274,59.1,3276,7.1,4.7,23,5,61,21,178,75.9,22
446,235,52.7,3315,7.4,4.5,18,4,83,53,385,75.1,20
423,249,58.9,2906,6.9,4.3,21,5,80,39,289,73.3,18
518,308,59.5,3478,6.7,3.5,26,5,64,42,314,70.3,18
508,281,55.3,2995,5.9,5.1,25,4.9,43,27,266,69.3,26
444,239,53.8,2840,6.4,2.5,16,3.6,68,37,254,66.8,11
387,204,52.7,2577,6.7,3.1,18,4.7,80,37,274,64.7,12
328,163,49.7,2353,7.2,3.7,17,5.2,72,40,278,64,12
311,176,56.6,1988,6.4,2.9,18,5.8,48,18,159,61.4,9
381,197,51.7,2553,6.7,3.1,21,5.5,52,51,339,60.6,12
287,151,52.6,1875,6.5,2.4,17,5.9,46,13,120,56.6,7
259,123,47.5,1663,6.4,2.7,14,5.4,49,28,218,54.9,7
386,190,49.2,2516,6.5,2.3,22,5.7,62,31,218,54.3,9
564,362,64.2,5084,9,8.5,17,3,80,13,120,108.9,48
432,279,64.6,3630,8.4,6.5,10,2.3,80,22,138,102.9,28
431,259,60.1,3228,7.5,5.3,8,1.9,76,59,409,93.4,23
560,345,61.6,4614,8.2,5,16,2.9,83,49,377,92.5,28
269,181,67.3,2158,8,4.1,10,3.7,61,40,300,89.7,11
477,283,59.3,3391,7.1,5,13,2.7,80,48,341,86.6,24
401,237,59.1,3195,8,6.2,19,4.7,79,32,244,85.6,25
507,317,62.5,3740,7.4,3.7,17,3.4,61,29,228,83.4,19
480,276,57.5,3671,7.6,6.7,24,5,80,40,314,83.3,32
410,252,61.5,3076,7.5,4.1,15,3.7,77,41,335,83.1,17
275,175,63.6,2107,7.7,3.6,12,4.4,80,24,191,81,10
282,151,53.5,2098,7.4,5.3,10,3.5,65,18,163,80.7,15
509,308,60.5,3554,7,3.7,18,3.5,55,35,308,79.3,19
284,143,50.4,2021,7.1,4.6,7,2.5,63,24,190,78.7,13
533,286,53.7,4044,7.6,4.1,18,3.4,65,55,434,78.1,22
450,259,57.6,3338,7.4,2.7,14,3.1,76,47,371,76.9,12
380,214,56.3,2598,6.8,4.7,15,3.9,73,24,158,76.8,18
427,234,54.8,2754,6.4,3.7,14,3.3,90,34,270,73.5,16
272,147,54,2137,7.9,5.9,17,6.2,61,25,211,73.4,16
285,156,54.7,1939,6.8,4.9,14,4.9,44,30,214,72,14
282,153,54.3,2151,7.6,5.3,17,6,92,37,228,71.7,15
233,126,54.1,1580,6.8,4.7,11,4.7,66,22,178,71.5,11
236,124,52.5,1678,7.1,3.8,10,4.2,70,24,145,70.6,9
493,271,55,3472,7,2.8,23,4.7,64,53,345,67.3,14
367,195,53.1,2366,6.4,1.9,14,3.8,68,26,211,63.7,7
344,191,55.5,1991,5.8,3.5,17,4.9,68,35,357,63.5,12
312,161,51.6,2178,7,3.5,19,6.1,74,33,267,60.6,11
294,147,50,1707,5.8,2,11,3.7,46,14,136,59.2,6
488,297,60.9,3888,8,5.1,8,1.6,96,62,399,96.2,25
431,251,58.2,3443,8,6.3,12,2.8,68,32,289,93.2,27
494,303,61.3,3653,7.4,5.5,13,2.6,73,35,246,91.3,27
430,254,59.1,3638,8.5,6.3,20,4.7,75,18,135,88.1,27
567,336,59.3,4137,7.3,5.3,21,3.7,73,18,157,84.1,30
338,181,53.6,2536,7.5,5,9,2.7,84,28,223,83.6,17
313,178,56.9,2392,7.6,4.8,11,3.5,70,26,125,82.6,15
365,218,59.7,2658,7.3,4.4,13,3.6,64,51,351,82,16
450,267,59.3,3157,7,4.7,17,3.8,56,30,257,80.6,21
471,265,56.3,3214,6.8,3.8,12,2.5,47,61,442,79.5,18
495,275,55.6,3829,7.7,4.4,20,4,70,52,396,78.6,22
532,285,53.6,3602,6.8,5.1,20,3.8,54,52,448,76.2,27
233,117,50.2,1428,6.1,5.6,7,3,45,10,80,75.5,13
406,223,54.9,2952,7.3,4.2,18,4.4,56,49,343,73.6,17
370,197,53.2,2488,6.7,5.1,18,4.9,57,19,143,71.3,19
314,172,54.8,2206,7,4.8,17,5.4,63,30,226,70.4,15
605,327,54,3891,6.4,3.6,23,3.8,65,38,307,70.2,22
484,255,52.7,3450,7.1,3.5,20,4.1,99,34,289,70.2,17
248,124,50,1578,6.4,3.2,7,2.8,68,19,121,69.3,8
377,200,53.1,2709,7.2,4,19,5,80,46,366,68.5,15
506,277,54.7,3522,7,3.8,26,5.1,57,39,255,67.8,19
299,168,56.2,2156,7.2,3.7,17,5.7,90,28,229,67.5,11
393,199,50.6,2414,6.1,3.6,15,3.8,80,25,180,65.8,14
388,193,49.7,2608,6.7,4.1,21,5.4,59,27,202,62.7,16
293,145,49.5,1843,6.3,3.8,15,5.1,50,39,291,60.7,11
301,167,55.5,1774,5.9,2.7,16,5.3,55,37,314,59.6,8
312,161,51.6,1992,6.4,2.2,17,5.4,62,43,312,56.5,7
228,113,49.6,1635,7.2,1.8,14,6.1,60,22,203,53.5,4
287,149,51.9,1677,5.8,1.7,17,5.9,48,19,135,50.8,5
372,208,55.9,3000,8.1,6.5,10,2.7,76,31,178,92.6,24
623,378,60.7,4746,7.6,7.1,23,3.7,85,17,119,92.5,44
375,225,60,2921,7.8,5.6,11,2.9,72,35,281,91,21
448,276,61.6,3328,7.4,4.2,10,2.2,49,43,336,89.2,19
469,273,58.2,3959,8.4,5.1,17,3.6,57,26,194,87.7,24
482,300,62.2,3690,7.7,5.2,20,4.1,83,40,353,85.8,25
531,310,58.4,3854,7.3,3.2,10,1.9,72,39,274,83.8,17
480,285,59.4,3593,7.5,4.6,17,3.5,84,43,330,83.3,22
252,133,52.8,1986,7.9,5.6,9,3.6,81,27,215,82.5,14
307,191,62.2,2236,7.3,2.6,9,2.9,48,12,95,80.7,8
504,280,55.6,3485,6.9,3.8,13,2.6,53,32,233,79,19
305,192,63,1919,6.3,3,11,3.6,46,21,153,75.6,9
468,259,55.3,3487,7.5,4.5,22,4.7,49,45,359,74.6,21
421,240,57,2583,6.1,3.1,12,2.9,48,52,381,73.6,13
541,276,51,4109,7.6,4.1,22,4.1,71,28,240,72.9,22
294,150,51,2007,6.8,3.4,9,3.1,65,34,249,71.6,10
430,252,58.6,3031,7,3.7,22,5.1,65,21,173,71.4,16
308,161,52.3,1922,6.2,4.2,11,3.6,53,25,180,70.8,13
245,128,52.2,1405,5.7,3.3,6,2.4,56,22,156,70.2,8
378,215,56.9,2727,7.2,2.1,17,4.5,84,47,362,67.9,8
240,129,53.8,1721,7.2,5,15,6.2,57,34,227,67.4,12
492,263,53.5,3247,6.6,3.5,23,4.7,62,33,243,66.2,17
342,189,55.3,2353,6.9,2.9,17,5,63,22,191,65.8,10
363,195,53.7,2282,6.3,2.2,13,3.6,46,47,326,65.5,8
425,216,50.8,2444,5.8,3.5,18,4.2,48,13,97,62.5,15
488,256,52.5,3489,7.1,2.7,26,5.3,81,41,332,62.3,13
417,204,48.9,2225,5.3,1.9,18,4.3,84,29,213,53.5,8
398,266,66.8,3054,7.7,7.8,13,3.3,57,22,158,102.1,31
389,241,62,3033,7.8,5.7,9,2.3,54,22,129,95.4,22
282,163,57.8,2230,7.9,6,9,3.2,50,35,225,90,17
444,263,59.2,3245,7.3,5.9,13,2.9,59,9,77,89.2,26
463,275,59.4,3387,7.3,5.2,12,2.6,57,48,350,88.5,24
294,178,60.5,2131,7.2,7.8,15,5.1,75,27,247,87.6,23
210,125,59.5,1639,7.8,5.7,8,3.8,59,22,136,87.4,12
273,154,56.4,2107,7.7,5.5,9,3.3,81,22,161,85.8,15
275,159,57.8,1891,6.9,5.1,7,2.5,64,20,185,85.3,14
266,152,57.1,2070,7.8,4.5,8,3,47,33,238,84.6,12
419,250,59.7,2798,6.7,4.5,11,2.6,47,27,239,83.8,19
410,224,54.6,3198,7.8,4.6,12,2.9,72,20,138,83.4,19
406,223,54.9,2786,6.9,5.7,12,3,70,54,380,83,23
294,164,55.8,2119,7.2,5.1,9,3.1,67,20,119,82.9,15
393,234,59.5,2696,6.9,3.3,8,2,59,50,364,82.8,13
264,140,53,2106,8,5.3,13,4.9,73,26,194,76.7,14
229,128,55.9,1587,6.9,2.6,6,2.6,55,13,100,75.4,6
368,184,50,2806,7.6,5.7,18,4.9,83,25,198,74.2,21
362,215,59.4,2617,7.2,3.3,17,4.7,43,44,353,73.2,12
440,240,54.5,3321,7.5,3.6,19,4.3,61,26,209,73.1,16
267,129,48.3,1878,7,4.5,10,3.7,84,17,149,71,12
364,206,56.6,2517,6.9,2.7,15,4.1,46,24,176,70,10
302,162,53.6,2064,6.8,3.3,13,4.3,81,17,139,68.4,10
260,136,52.3,1728,6.6,4.2,14,5.4,44,25,178,65,11
416,232,55.8,2598,6.2,2.6,20,4.8,53,17,127,63.4,11
247,132,53.4,1507,6.1,2.4,11,4.5,66,20,128,61.6,6
336,156,46.4,1896,5.6,1.8,19,5.7,63,18,151,46.7,6
388,223,57.5,3572,9.2,7.2,14,3.6,86,30,245,97.4,28
228,134,58.8,1741,7.6,7.9,8,3.5,75,12,92,94.6,18
332,204,61.4,2746,8.3,4.5,9,2.7,68,33,227,91.5,15
517,308,59.6,3964,7.7,6,18,3.5,69,28,197,89.2,31
294,160,54.4,2327,7.9,5.8,8,2.7,57,12,120,88.4,17
397,238,59.9,2981,7.5,4.5,10,2.5,96,34,223,87.9,18
443,255,57.6,3395,7.7,4.5,11,2.5,93,46,315,86.7,20
259,156,60.2,1890,7.3,3.9,7,2.7,77,25,172,84.3,10
479,263,54.9,3359,7,4.4,11,2.3,62,53,405,82.1,21
606,354,58.4,4434,7.3,4.6,23,3.8,80,6,31,80.8,28
478,280,58.6,3156,6.6,4.2,15,3.1,40,24,171,79.3,20
424,236,55.7,2567,6.1,3.5,7,1.7,50,37,267,78.6,15
452,269,59.5,3380,7.5,3.3,17,3.8,66,30,229,78.2,15
560,301,53.8,3808,6.8,4.3,16,2.9,80,57,442,77.6,24
380,213,56.1,2609,6.9,3.9,12,3.2,58,10,88,77.4,15
435,245,56.3,3139,7.2,3.9,19,4.4,61,21,112,73.9,17
414,224,54.1,2935,7.1,3.9,16,3.9,80,30,246,73.5,16
496,274,55.2,3309,6.7,3.4,19,3.8,86,30,237,71.4,17
336,178,53,2119,6.3,2.7,11,3.3,56,31,176,67.8,9
351,184,52.4,2133,6.1,3.1,12,3.4,68,24,207,67.3,11
233,129,55.4,1619,6.9,3.4,12,5.2,54,18,128,67.2,8
238,105,44.1,1643,6.9,3.4,7,2.9,57,26,215,66.6,8
370,175,47.3,2634,7.1,3,14,3.8,89,36,292,65.3,11
256,113,44.1,1839,7.2,5.1,13,5.1,85,19,178,64.6,13
244,141,57.8,1490,6.1,1.6,13,5.3,51,20,148,58.9,4
272,147,54,1580,5.8,2.2,13,4.8,59,9,45,58.8,6
306,126,41.2,1558,5.1,2.3,12,3.9,56,31,251,48.9,7
466,222,47.6,3240,7,2.8,35,7.5,59,33,292,48.8,13
386,271,70.2,3521,9.1,6.7,8,2.1,95,33,198,112.4,26
455,258,56.7,3525,7.7,6.2,11,2.4,74,36,288,92.1,28
518,304,58.7,4310,8.3,5.6,17,3.3,78,29,214,90.6,29
464,280,60.3,3631,7.8,5,14,3,55,35,267,88.9,23
476,280,58.8,3768,7.9,4.6,13,2.7,80,16,108,88.1,22
391,228,58.3,3130,8,6.4,18,4.6,78,30,216,86.2,25
353,222,62.9,2686,7.6,4.2,15,4.2,54,22,171,82.7,15
599,353,58.9,4318,7.2,4.5,20,3.3,79,47,268,82.3,27
513,303,59.1,3533,6.9,3.5,14,2.7,97,34,192,80.3,18
405,228,56.3,3061,7.6,3.5,14,3.5,62,40,244,77.6,14
550,308,56,3997,7.3,4.4,22,4,78,10,86,76.9,24
526,280,53.2,3459,6.6,3,10,1.9,72,41,318,76.1,16
324,196,60.5,2529,7.8,3.4,16,4.9,50,14,111,75.8,11
532,290,54.5,3400,6.4,3.9,15,2.8,66,45,343,75.5,21
499,286,57.3,3309,6.6,4.2,20,4,60,37,289,74.8,21
477,288,60.4,3346,7,2.5,18,3.8,57,50,391,74.3,12
416,223,53.6,3051,7.3,4.3,18,4.3,69,35,298,73.7,18
318,176,55.3,2132,6.7,3.1,10,3.1,69,28,167,73.5,10
342,187,54.7,2365,6.9,2.6,10,2.9,79,45,452,73.1,9
362,190,52.5,2317,6.4,4.1,13,3.6,71,20,125,71.3,15
362,194,53.6,2543,7,2.5,12,3.3,50,27,194,70.5,9
364,204,56,2591,7.1,3.8,19,5.2,59,40,266,69.5,14
480,258,53.8,3133,6.5,4.2,22,4.6,78,38,294,68.9,20
306,156,51,2058,6.7,5.2,16,5.2,79,10,68,68.2,16
232,117,50.4,1671,7.2,2.6,12,5.2,75,25,153,61.2,6
261,133,51,1697,6.5,3.4,14,5.4,55,8,64,60.8,9
293,155,52.9,1749,6,3.1,18,6.1,75,19,155,55.7,9
346,219,63.3,2829,8.2,6.9,9,2.6,71,20,158,101.2,24
584,362,62,4689,8,5.7,13,2.2,87,36,252,96.8,33
444,258,58.1,3444,7.8,5.2,4,0.9,90,22,191,96.3,23
311,184,59.2,2284,7.3,4.8,4,1.3,80,20,104,92.7,15
465,271,58.3,3466,7.5,6.5,13,2.8,95,49,431,91.6,30
334,182,54.5,2849,8.5,5.7,9,2.7,68,29,197,90.8,19
520,321,61.7,3944,7.6,5,16,3.1,78,29,153,89,26
531,306,57.6,3563,6.7,4,11,2.1,69,15,90,82.6,21
312,180,57.7,2178,7,3.2,6,1.9,80,31,206,81.9,10
387,223,57.6,2725,7,5.2,14,3.6,90,28,213,81.6,20
271,142,52.4,1974,7.3,4.8,8,3,68,27,173,79.8,13
554,307,55.4,3989,7.2,4.2,17,3.1,55,30,198,79.3,23
388,222,57.2,2735,7,4.4,14,3.6,75,26,167,78.7,17
502,294,58.6,3526,7,3,14,2.8,66,43,311,78.5,15
304,166,54.6,2070,6.8,5.3,11,3.6,53,6,33,78.4,16
411,226,55,2855,6.9,3.2,10,2.4,69,34,262,77.3,13
402,224,55.7,3031,7.5,6,22,5.5,53,31,198,77,24
365,203,55.6,2818,7.7,4.7,18,4.9,89,38,330,75.6,17
334,181,54.2,2152,6.4,4.8,13,3.9,75,37,320,73.8,16
448,265,59.2,3194,7.1,3.3,20,4.5,63,40,360,73.6,15
264,150,56.8,1925,7.3,3.8,12,4.5,76,32,178,73.5,10
437,237,54.2,3098,7.1,3.7,17,3.9,68,43,285,72.8,16
349,182,52.1,2278,6.5,4.6,16,4.6,78,34,188,68.9,16
410,216,52.7,2574,6.3,3.9,16,3.9,45,19,150,68.9,16
336,179,53.3,2010,6,3.6,13,3.9,58,10,76,67.2,12
399,226,56.6,2579,6.5,2.8,18,4.5,61,39,288,66.6,11
423,230,54.4,2562,6.1,2.4,15,3.5,50,37,220,65.7,10
265,139,52.5,1625,6.1,2.3,11,4.2,36,29,228,61.6,6
279,180,64.5,2517,9,6.1,8,2.9,97,13,79,101.8,17
421,249,59.1,3564,8.5,6.7,11,2.6,82,7,59,97.9,28
474,304,64.1,3844,8.1,7,17,3.6,77,31,227,97.6,33
237,141,59.5,1617,6.8,4.6,4,1.7,78,11,91,88.5,11
494,307,62.1,3487,7.1,3.6,9,1.8,71,41,232,87.8,18
363,237,65.3,2754,7.6,3,10,2.8,61,32,224,86.7,11
549,318,57.9,3970,7.2,4.6,13,2.4,54,27,182,85.8,25
285,179,62.8,2032,7.1,1.8,4,1.4,55,20,100,84.1,5
285,187,65.6,2080,7.3,3.9,12,4.2,60,32,216,82.5,11
655,404,61.7,4690,7.2,3.5,21,3.2,61,23,174,81.7,23
354,211,59.6,2166,6.1,3.4,6,1.7,50,19,91,81.5,12
413,220,53.3,3103,7.5,6.3,18,4.4,80,23,145,80.6,26
311,187,60.1,2239,7.2,3.9,11,3.5,75,21,128,80.3,12
255,141,55.3,1638,6.4,4.3,6,2.4,41,3,26,79.5,11
434,256,59,2965,6.8,3.9,14,3.2,63,19,161,79.3,17
248,149,60.1,1676,6.8,3.6,8,3.2,65,16,134,79,9
286,156,54.5,1963,6.9,3.8,7,2.4,89,30,214,78.8,11
489,287,58.7,3300,6.7,2,11,2.2,53,33,273,76.6,10
451,242,53.7,3253,7.2,2.9,12,2.7,71,45,305,75.4,13
485,292,60.2,2910,6,2.1,12,2.5,49,56,481,73.8,10
478,275,57.5,3121,6.5,3.1,16,3.3,84,24,163,73.7,15
238,128,53.8,1490,6.3,4.6,9,3.8,75,13,105,72.6,11
413,233,56.4,2883,7,3.1,16,3.9,53,25,190,72.5,13
409,246,60.1,3073,7.5,2.2,18,4.4,60,54,379,72.5,9
265,136,51.3,1635,6.2,4.2,8,3,73,14,74,71.8,11
357,189,52.9,2562,7.2,4.2,16,4.5,78,31,238,71.4,15
490,277,56.5,3438,7,2.2,20,4.1,78,30,200,68.9,11
487,262,53.8,2896,5.9,2.5,15,3.1,58,32,214,67.1,12
315,165,52.4,2053,6.5,1.9,13,4.1,62,24,197,62,6
226,115,50.9,1362,6,1.3,8,3.5,39,30,152,59.3,3
326,166,50.9,1994,6.1,2.5,15,4.6,87,35,234,59,8
295,151,51.2,1753,5.9,3.1,17,5.8,57,20,99,55.7,9
402,268,66.7,3465,8.6,6.2,7,1.7,80,29,152,107,25
253,152,60.1,1739,6.9,5.9,6,2.4,89,16,103,90.7,15
473,302,63.8,3445,7.3,4.9,14,3,87,23,112,89.5,23
346,224,64.7,2521,7.3,5.2,12,3.5,72,16,105,89.3,18
384,233,60.7,2775,7.2,4.9,11,2.9,75,60,437,87.3,19
471,302,64.1,3227,6.9,3.8,13,2.8,76,34,208,85.3,18
554,330,59.6,4116,7.4,4.3,16,2.9,62,28,173,85.1,24
313,185,59.1,2283,7.3,4.2,9,2.9,51,27,208,83.6,13
422,249,59,3287,7.8,4.5,16,3.8,72,15,119,82.9,19
227,149,65.6,1710,7.5,4,11,4.8,65,15,90,81.2,9
462,269,58.2,3457,7.5,5,19,4.1,65,20,145,81.2,23
475,281,59.2,3323,7,4.6,18,3.8,67,26,204,80.2,22
413,230,55.7,3115,7.5,3.6,12,2.9,77,48,323,79.9,15
413,245,59.3,2832,6.9,3.6,15,3.6,72,29,226,77.1,15
454,263,57.9,3356,7.4,3.5,18,4,67,28,218,76.4,16
358,202,56.4,2486,6.9,3.6,12,3.4,83,31,167,76.2,13
358,206,57.5,2554,7.1,3.9,16,4.5,81,35,259,74.2,14
279,159,57,1905,6.8,4.3,13,4.7,60,25,177,72.9,12
479,269,56.2,3282,6.9,2.7,17,3.5,62,23,176,71.7,13
316,174,55.1,2242,7.1,3.2,17,5.4,80,36,272,65.7,10
253,123,48.6,1476,5.8,4.3,11,4.3,53,25,180,63.3,11
306,167,54.6,1963,6.4,2.3,15,4.9,57,27,188,61.5,7
278,144,51.8,1407,5.1,4,15,5.4,38,19,150,57,11
387,192,49.6,2280,5.9,1.8,17,4.4,51,27,215,55.7,7
255,121,47.5,1307,5.1,2.4,11,4.3,57,34,265,52.9,6
462,314,68,4023,8.7,6.3,16,3.5,80,31,160,101.5,29
392,271,69.1,3100,7.9,3.8,6,1.5,80,26,153,99,15
551,348,63.2,4030,7.3,4.5,10,1.8,63,39,293,92.8,25
400,247,61.8,3038,7.6,3.8,9,2.2,62,37,217,88.3,15
298,181,60.7,2144,7.2,4.4,7,2.3,50,12,61,87.4,13
230,130,56.5,1797,7.8,6.1,9,3.9,62,17,101,85.7,14
309,181,58.6,1905,6.2,4.5,5,1.6,58,19,148,84.9,14
473,288,60.9,3421,7.2,3.4,11,2.3,77,18,139,84.5,16
233,133,57.1,1773,7.6,5.2,8,3.4,77,7,49,84.2,12
430,263,61.2,2978,6.9,5.6,17,4,98,29,190,84,24
418,258,61.7,3164,7.6,4.3,17,4.1,65,29,206,82.5,18
419,236,56.3,3242,7.7,3.3,10,2.4,74,38,206,82.5,14
470,288,61.3,3382,7.2,3.8,18,3.8,65,25,171,79.9,18
486,270,55.6,3208,6.6,2.9,7,1.4,71,41,331,79.5,14
407,234,57.5,2526,6.2,2,6,1.5,72,26,190,76.3,8
331,200,60.4,1968,5.9,2.7,8,2.4,58,23,104,76.2,9
227,136,59.9,1707,7.5,3.1,10,4.4,47,18,143,75.3,7
520,303,58.3,3485,6.7,4,21,4,80,34,218,75.2,21
