Att,Cmp,Pct,Yds,YPA,TD%,Int,Int%,Lg,Sack,Loss,Rate,TD
497,336,67.6,4557,9.2,9.9,10,2,80,13,101,121.1,49
495,297,60,3532,7.1,3.4,20,4,53,34,182,76.4,17
489,274,56,3047,6.2,3.9,12,2.5,62,36,196,77.5,19
485,321,66.2,3964,8.2,4.3,14,2.9,56,41,302,93.7,21
474,288,60.8,3692,7.8,5.9,14,3,50,26,162,92.6,28
474,279,58.9,3382,7.1,4.6,15,3.2,60,30,155,83.1,22
469,300,64,3875,8.3,6.6,8,1.7,80,32,192,104.7,31
466,285,61.2,3531,7.6,3.4,14,3,69,49,301,83.5,16
464,258,55.6,2559,5.5,2.8,11,2.4,57,35,247,70.9,13
450,256,56.9,2932,6.5,4.4,16,3.6,69,37,215,76.6,20
441,267,60.5,2941,6.7,3.4,10,2.3,65,25,114,82.2,15
432,263,60.9,2897,6.7,4.2,18,4.2,76,25,178,77.3,18
408,233,57.1,2511,6.2,2.7,10,2.5,48,31,263,74.1,11
400,262,65.5,3159,7.9,6.8,7,1.8,79,18,131,104.8,27
370,242,65.4,2673,7.2,4.3,9,2.4,48,18,103,91,16
357,218,61.1,2486,7,5,10,2.8,48,30,216,87.1,18
356,191,53.7,1893,5.3,3.1,15,4.2,38,23,136,61.7,11
336,233,69.3,2632,7.8,6,12,3.6,68,26,169,97.5,20
325,198,60.9,2169,6.7,3.1,10,3.1,65,37,211,78.1,10
321,181,56.4,2313,7.2,4.4,12,3.7,62,46,266,78.1,14
295,196,66.4,2621,8.9,5.8,11,3.7,58,30,213,98.1,17
277,174,62.8,2054,7.4,2.2,4,1.4,62,39,196,86.5,6
272,169,62.1,1665,6.1,3.7,11,4,51,23,137,74.8,10
252,144,57.1,1731,6.9,4,9,3.6,99,24,99,76.7,10
237,118,49.8,1194,5,3,6,2.5,49,15,105,63.9,7
226,123,54.4,1231,5.4,2.7,9,4,59,13,94,62.4,6
215,129,60,1343,6.2,3.7,9,4.2,37,13,95,73.1,8
197,95,48.2,1043,5.3,3,9,4.6,52,13,83,55.4,6
190,101,53.2,1186,6.2,3.7,8,4.2,71,25,165,67.1,7
161,92,57.1,903,5.6,2.5,3,1.9,63,23,160,73.6,4
127,59,46.5,718,5.7,2.4,6,4.7,49,23,158,52.5,3
104,61,58.7,623,6,4.8,4,3.8,30,6,41,75.9,5
103,65,63.1,674,6.5,2.9,3,2.9,54,8,55,79.5,3
98,48,49,608,6.2,4.1,7,7.1,58,12,122,52.6,4
98,51,52,413,4.2,1,3,3.1,32,15,109,53.7,1
87,59,67.8,737,8.5,8,5,5.7,55,5,31,96.8,7
84,47,56,607,7.2,1.2,3,3.6,40,5,22,67.9,1
84,47,56,502,6,1.2,4,4.8,40,6,42,57.7,1
73,42,57.5,467,6.4,1.4,3,4.1,75,10,75,64.1,1
72,38,52.8,374,5.2,2.8,1,1.4,36,6,35,71.2,2
70,33,47.1,330,4.7,1.4,4,5.7,59,4,14,42,1
68,41,60.3,524,7.7,4.4,2,2.9,58,5,17,86.9,3
62,35,56.5,463,7.5,3.2,8,12.9,75,7,54,51.4,2
60,30,50,329,5.5,1.7,2,3.3,39,6,37,58.3,1
58,35,60.3,498,8.6,5.2,1,1.7,69,12,70,98.2,3
58,25,43.1,333,5.7,1.7,3,5.2,56,4,21,46.1,1
40,18,45,207,5.2,0,2,5,31,2,16,40.3,0
40,18,45,168,4.2,2.5,4,10,33,1,8,25.8,1
39,16,41,264,6.8,2.6,3,7.7,76,3,16,41,1
38,20,52.6,276,7.3,2.6,0,0,29,1,7,85,1
37,18,48.6,126,3.4,2.7,1,2.7,21,2,17,54.6,1
33,23,69.7,314,9.5,12.1,0,0,43,2,8,139.4,4
30,16,53.3,188,6.3,0,0,0,26,2,6,72.6,0
29,17,58.6,175,6,6.9,0,0,71,1,8,99.1,2
23,11,47.8,120,5.2,0,2,8.7,24,0,0,27.4,0
18,10,55.6,78,4.3,5.6,1,5.6,16,2,26,61.8,1
15,11,73.3,77,5.1,0,1,6.7,19,1,12,56.8,0
12,6,50,68,5.7,0,0,0,33,1,6,67.4,0
10,4,40,54,5.4,0,0,0,20,0,0,57.9,0
10,4,40,55,5.5,0,2,20,18,2,14,18.8,0
9,5,55.6,60,6.7,0,0,0,26,1,8,76.2,0
8,5,62.5,33,4.1,12.5,0,0,13,1,10,110.9,1
5,1,20,42,8.4,0,0,0,42,0,0,62.1,0
5,3,60,32,6.4,0,1,20,17,1,0,39.2,0
4,2,50,10,2.5,0,0,0,6,0,0,56.3,0
3,0,0,0,0,0,0,0,0,0,0,39.6,0
3,0,0,0,0,0,0,0,0,0,0,39.6,0
3,2,66.7,44,14.7,33.3,0,0,33,0,0,149.3,1
3,2,66.7,24,8,0,0,0,26,0,0,91,0
3,1,33.3,24,8,0,0,0,24,0,0,63.2,0
2,1,50,16,8,0,0,0,16,0,0,77.1,0
2,0,0,0,0,0,0,0,0,0,0,39.6,0
2,0,0,0,0,0,1,50,0,0,0,0,0
2,1,50,37,18.5,0,1,50,37,0,0,56.3,0
2,1,50,15,7.5,50,0,0,15,0,0,114.6,1
2,1,50,38,19,0,0,0,38,1,1,95.8,0
1,1,100,26,26,100,0,0,26,0,0,158.3,1
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,26,26,100,0,0,26,0,0,158.3,1
1,1,100,10,10,100,0,0,10,0,0,147.9,1
1,1,100,48,48,0,0,0,48,0,0,118.8,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,8,8,100,0,0,0,0,0,139.6,1
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,20,20,100,0,0,20,0,0,158.3,1
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
570,354,62.1,3811,6.7,4.6,21,3.7,76,20,111,81.5,26
566,379,67,4267,7.5,5.1,10,1.8,79,18,107,99,29
554,309,55.8,2880,5.2,3.1,22,4,72,9,55,63.9,17
532,336,63.2,3845,7.2,4.1,22,4.1,48,37,288,81.4,22
527,317,60.2,3620,6.9,4.4,12,2.3,82,32,219,85.9,23
523,330,63.1,4039,7.7,4.6,12,2.3,67,20,130,92.6,24
520,324,62.3,3591,6.9,5,15,2.9,82,37,249,87.4,26
519,298,57.4,3414,6.6,3.5,17,3.3,53,41,242,75.3,18
518,306,59.1,3546,6.8,4.6,8,1.5,76,34,195,88.8,24
513,313,61,3841,7.5,5.1,15,2.9,80,42,246,88.8,26
505,292,57.8,3302,6.5,3.4,21,4.2,64,37,185,71.4,17
500,284,56.8,3110,6.2,2.6,16,3.2,77,28,164,70.7,13
478,275,57.5,3216,6.7,3.3,11,2.3,59,43,253,79.6,16
471,274,58.2,2860,6.1,2.3,12,2.5,54,49,371,73,11
471,308,65.4,3361,7.1,6.8,21,4.5,66,19,137,90.4,32
454,295,65,3479,7.7,5.5,11,2.4,59,37,196,96.4,25
449,266,59.2,3219,7.2,4.2,16,3.6,67,23,168,80.6,19
418,239,57.2,2819,6.7,3.3,16,3.8,84,19,90,73,14
400,250,62.5,3215,8,6,7,1.8,73,19,108,100.4,24
392,225,57.4,2704,6.9,4.6,13,3.3,75,21,104,80.1,18
367,208,56.7,2247,6.1,3.5,15,4.1,71,19,132,69.6,13
356,205,57.6,2108,5.9,3.1,15,4.2,68,21,178,67.5,11
337,179,53.1,2166,6.4,4.2,9,2.7,64,30,206,75.8,14
314,179,57,2138,6.8,3.5,13,4.1,59,19,126,72.4,11
302,193,63.9,1797,6,3.3,12,4,68,21,166,74.6,10
302,189,62.6,2182,7.2,5,7,2.3,60,14,73,91.2,15
297,189,63.6,2139,7.2,4.4,12,4,65,25,160,82.9,13
295,167,56.6,2013,6.8,3.1,13,4.4,78,15,90,69.5,9
251,126,50.2,1418,5.6,2.8,12,4.8,61,25,146,56.8,7
243,136,56,1655,6.8,3.3,12,4.9,86,19,121,67.5,8
225,125,55.6,1274,5.7,2.7,4,1.8,46,17,90,73.5,6
224,116,51.8,1260,5.6,3.1,9,4,73,17,92,62.4,7
221,116,52.5,1267,5.7,1.4,5,2.3,47,22,122,64.8,3
203,120,59.1,1319,6.5,3.4,6,3,71,19,116,77.6,7
198,123,62.1,1385,7,3.5,2,1,61,6,48,90.6,7
192,107,55.7,1050,5.5,1.6,7,3.6,37,14,101,61.3,3
178,94,52.8,1199,6.7,5.1,8,4.5,64,19,125,72.3,9
177,95,53.7,1012,5.7,2.8,7,4,40,9,44,63.6,5
167,91,54.5,1097,6.6,5.4,4,2.4,73,8,27,82.8,9
166,95,57.2,1018,6.1,3,6,3.6,60,25,174,70.3,5
130,74,56.9,813,6.3,3.8,6,4.6,80,12,83,69.2,5
118,73,61.9,856,7.3,5.9,2,1.7,61,7,54,96.6,7
116,60,51.7,532,4.6,2.6,4,3.4,40,16,95,58.5,3
114,44,38.6,391,3.4,1.8,6,5.3,31,5,30,32.5,2
103,53,51.5,442,4.3,1.9,5,4.9,26,2,24,49.1,2
102,61,59.8,693,6.8,4.9,3,2.9,46,13,57,84.3,5
100,50,50,585,5.8,4,3,3,49,9,64,69,4
82,54,65.9,484,5.9,2.4,0,0,65,9,46,89.7,2
72,38,52.8,437,6.1,2.8,1,1.4,59,4,41,74.8,2
69,44,63.8,545,7.9,5.8,1,1.4,50,6,45,101.4,4
65,38,58.5,690,10.6,10.8,2,3.1,72,5,22,118.1,7
65,38,58.5,365,5.6,1.5,1,1.5,37,6,38,72.9,1
63,33,52.4,389,6.2,3.2,5,7.9,38,9,60,49,2
45,25,55.6,324,7.2,0,3,6.7,35,2,14,50.6,0
40,20,50,135,3.4,0,1,2.5,24,8,39,47.4,0
31,9,29,87,2.8,0,2,6.5,26,2,9,12.7,0
27,18,66.7,232,8.6,7.4,1,3.7,34,0,0,102.7,2
22,15,68.2,130,5.9,4.5,1,4.5,20,3,25,79.7,1
20,11,55,93,4.7,0,1,5,15,4,21,46.5,0
18,14,77.8,160,8.9,0,1,5.6,28,1,7,80.6,0
16,6,37.5,69,4.3,0,1,6.2,17,1,5,25.3,0
13,7,53.8,81,6.2,7.7,0,0,19,2,8,98.6,1
13,7,53.8,58,4.5,0,2,15.4,16,6,45,26,0
12,9,75,74,6.2,0,0,0,20,0,0,90.3,0
12,9,75,86,7.2,8.3,0,0,28,0,0,122.2,1
12,5,41.7,49,4.1,0,3,25,14,1,7,14.2,0
10,4,40,19,1.9,0,0,0,8,3,20,47.9,0
9,4,44.4,41,4.6,0,1,11.1,16,0,0,18.5,0
8,4,50,47,5.9,0,0,0,22,1,2,68.2,0
8,4,50,31,3.9,12.5,1,12.5,14,1,8,59.9,1
7,3,42.9,31,4.4,0,0,0,16,0,0,56.2,0
6,4,66.7,50,8.3,16.7,0,0,21,0,0,131.9,1
5,3,60,32,6.4,0,0,0,15,0,0,78.8,0
5,2,40,25,5,0,0,0,15,0,0,56.3,0
4,3,75,6,1.5,0,0,0,9,0,0,77.1,0
3,2,66.7,46,15.3,66.7,0,0,36,0,0,149.3,2
3,2,66.7,22,7.3,0,0,0,13,1,3,88.2,0
2,2,100,66,33,0,0,0,41,0,0,118.8,0
2,1,50,7,3.5,0,0,0,7,1,2,58.3,0
2,1,50,8,4,0,0,0,8,0,0,60.4,0
2,0,0,0,0,0,0,0,0,0,0,39.6,0
2,2,100,16,8,0,0,0,14,0,0,100,0
2,1,50,32,16,0,0,0,32,0,0,95.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,3,3,0,0,0,3,0,0,79.2,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,14,14,0,0,0,14,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,37,37,0,0,0,37,0,0,118.8,0
1,0,0,0,0,0,0,0,0,1,5,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,21,21,0,0,0,21,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
607,372,61.3,3881,6.4,3.3,29,4.8,59,24,170,70.9,20
565,302,53.5,3759,6.7,3.5,12,2.1,79,39,261,77.3,20
557,294,52.8,3762,6.8,4.3,17,3.1,78,28,184,75.9,24
530,334,63,4110,7.8,4.9,14,2.6,71,26,188,92.3,26
509,345,67.8,3836,7.5,6.3,12,2.4,70,19,105,101.1,32
507,317,62.5,4014,7.9,3.4,10,2,60,32,204,90.1,17
500,323,64.6,3576,7.2,4.8,15,3,54,27,223,89.2,24
499,300,60.1,3639,7.3,4.6,17,3.4,71,49,295,83.7,23
494,257,52,2996,6.1,3.6,13,2.6,60,26,158,71.9,18
476,292,61.3,3161,6.6,3.4,11,2.3,57,20,134,82.4,16
456,277,60.7,3366,7.4,3.9,7,1.5,72,22,135,90.2,18
454,262,57.7,3050,6.7,5.1,10,2.2,78,27,213,85.9,23
453,305,67.3,3747,8.3,6.2,10,2.2,80,17,81,104.1,28
449,294,65.5,3459,7.7,5.3,9,2,56,24,154,98.2,24
435,262,60.2,3421,7.9,5.5,16,3.7,80,28,214,88.1,24
431,240,55.7,2882,6.7,3,17,3.9,66,33,202,70,13
423,256,60.5,2488,5.9,3.3,11,2.6,53,68,424,77.2,14
387,214,55.3,2412,6.2,3.9,13,3.4,58,33,201,73.1,15
375,242,64.5,2713,7.2,2.9,9,2.4,63,23,158,85.8,11
368,190,51.6,1869,5.1,2.4,13,3.5,54,30,190,59.7,9
357,211,59.1,2507,7,4.5,9,2.5,91,19,112,85,16
333,199,59.8,2321,7,3.3,12,3.6,80,23,139,76.9,11
330,188,57,2021,6.1,3.6,12,3.6,86,24,136,72,12
313,191,61,2035,6.5,3.2,7,2.2,78,29,205,81.4,10
302,175,57.9,2123,7,5,5,1.7,45,23,110,89.3,15
294,184,62.6,1885,6.4,4.1,4,1.4,80,23,134,88.9,12
293,171,58.4,1799,6.1,3.8,12,4.1,47,23,146,71.8,11
287,192,66.9,2297,8,4.9,9,3.1,57,26,188,94.4,14
270,163,60.4,1836,6.8,3.3,11,4.1,49,18,101,74.9,9
268,168,62.7,2385,8.9,6.3,9,3.4,85,23,129,98.6,17
266,150,56.4,1558,5.9,2.6,6,2.3,60,32,193,72.9,7
266,164,61.7,1582,5.9,2.3,9,3.4,48,19,147,71.7,6
230,155,67.4,1509,6.6,4.3,8,3.5,65,17,140,85.6,10
228,113,49.6,1340,5.9,3.5,8,3.5,58,26,197,64.9,8
216,139,64.4,1564,7.2,2.8,12,5.6,68,31,169,72,6
207,94,45.4,1158,5.6,2.4,8,3.9,48,19,96,55.2,5
177,124,70.1,1277,7.2,2.8,7,4,83,11,78,83.5,5
174,112,64.4,1136,6.5,4,7,4,80,12,76,79.6,7
173,102,59,937,5.4,1.7,6,3.5,49,6,34,65.1,3
168,98,58.3,1117,6.6,2.4,1,0.6,37,8,45,83.9,4
165,84,50.9,875,5.3,0.6,11,6.7,47,29,185,40.8,1
164,98,59.8,1002,6.1,2.4,5,3,45,22,135,72.8,4
135,76,56.3,777,5.8,3,8,5.9,56,9,49,58.2,4
122,68,55.7,722,5.9,1.6,7,5.7,43,8,59,54.7,2
106,60,56.6,777,7.3,0.9,6,5.7,47,12,102,59.4,1
97,56,57.7,667,6.9,5.2,6,6.2,89,10,63,70.3,5
90,48,53.3,481,5.3,2.2,2,2.2,44,6,28,66.9,2
88,50,56.8,474,5.4,4.5,2,2.3,55,9,45,77.6,4
83,49,59,530,6.4,2.4,3,3.6,37,9,52,70.9,2
71,34,47.9,406,5.7,2.8,4,5.6,32,8,43,51.7,2
64,33,51.6,495,7.7,6.2,0,0,53,6,27,98.1,4
61,34,55.7,462,7.6,6.6,3,4.9,77,0,0,81.5,4
61,42,68.9,444,7.3,4.9,1,1.6,45,3,14,99.4,3
56,32,57.1,238,4.2,0,3,5.4,24,3,15,45.1,0
39,20,51.3,259,6.6,2.6,2,5.1,54,1,9,59.7,1
36,23,63.9,246,6.8,2.8,1,2.8,43,1,6,81.5,1
35,14,40,140,4,0,2,5.7,28,3,16,28.3,0
29,17,58.6,99,3.4,0,2,6.9,16,2,10,36.4,0
27,15,55.6,136,5,0,1,3.7,17,1,8,53.9,0
26,14,53.8,124,4.8,3.8,2,7.7,20,6,40,47.6,1
25,14,56,173,6.9,4,2,8,31,0,0,57.6,1
25,15,60,279,11.2,4,1,4,72,4,27,95.3,1
25,13,52,173,6.9,4,1,4,42,3,20,70.9,1
24,13,54.2,183,7.6,8.3,1,4.2,36,1,1,89.4,2
24,14,58.3,174,7.2,4.2,1,4.2,43,4,27,77.4,1
22,12,54.5,115,5.2,0,1,4.5,22,3,16,50.4,0
17,7,41.2,63,3.7,0,0,0,20,1,3,51.8,0
16,9,56.2,65,4.1,0,1,6.2,16,3,28,39.8,0
14,8,57.1,100,7.1,14.3,0,0,26,1,7,119,2
13,8,61.5,107,8.2,7.7,0,0,23,0,0,113.3,1
13,7,53.8,64,4.9,7.7,0,0,18,0,0,93.1,1
10,5,50,29,2.9,0,0,0,13,1,13,56.3,0
9,8,88.9,55,6.1,11.1,0,0,17,0,0,129.2,1
8,2,25,7,0.9,0,0,0,5,0,0,39.6,0
4,3,75,47,11.8,75,0,0,26,0,0,153.1,3
3,2,66.7,12,4,0,0,0,6,0,0,74.3,0
3,3,100,67,22.3,33.3,0,0,51,0,0,158.3,1
2,2,100,27,13.5,0,0,0,24,0,0,118.8,0
2,1,50,26,13,0,0,0,26,0,0,95.8,0
2,0,0,0,0,0,0,0,0,0,0,39.6,0
2,1,50,17,8.5,0,0,0,17,0,0,79.2,0
2,1,50,18,9,0,0,0,18,0,0,81.3,0
2,1,50,17,8.5,50,0,0,17,0,0,118.8,1
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,14,14,0,0,0,14,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,3,3,0,0,0,3,0,0,79.2,0
1,1,100,4,4,0,0,0,4,0,0,83.3,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,1,11,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
0,0,0,0,0,0,0,0,0,1,3,0,0
0,0,0,0,0,0,0,0,0,1,2,0,0
613,343,56,3885,6.3,2.9,18,2.9,82,21,134,72.7,18
596,372,62.4,4208,7.1,3.5,22,3.7,60,63,388,79.9,21
588,370,62.9,4301,7.3,4.1,8,1.4,67,49,366,92.9,24
557,362,65,4397,7.9,5.6,9,1.6,68,14,86,101,31
554,356,64.3,4418,8,4.7,11,2,86,18,105,96.2,26
522,301,57.7,3244,6.2,4.6,18,3.4,55,25,186,77,24
520,324,62.3,4035,7.8,5.4,13,2.5,74,36,233,93.9,28
516,319,61.8,3529,6.8,4.7,12,2.3,62,26,175,87.9,24
485,313,64.5,3352,6.9,3.5,16,3.3,71,30,172,82.6,17
480,262,54.6,3193,6.7,4.8,20,4.2,62,21,142,73.9,23
469,280,59.7,3513,7.5,3.8,23,4.9,67,46,280,75.4,18
468,295,63,3050,6.5,3.4,12,2.6,87,14,84,82.5,16
460,284,61.7,3388,7.4,4.8,9,2,57,27,144,92,22
442,302,68.3,2767,6.3,2.5,12,2.7,53,41,240,82.1,11
442,257,58.1,2890,6.5,3.6,16,3.6,75,35,202,74.8,16
439,270,61.5,2750,6.3,2.1,15,3.4,46,29,200,72,9
431,263,61,2805,6.5,3.9,11,2.6,72,22,167,82.6,17
429,268,62.5,3051,7.1,4.4,14,3.3,83,47,332,84.9,19
393,252,64.1,2454,6.2,2.5,17,4.3,75,44,262,72,10
388,223,57.5,2236,5.8,3.1,15,3.9,48,15,116,68.2,12
388,204,52.6,2474,6.4,5.2,13,3.4,55,45,303,75.7,20
377,214,56.8,2547,6.8,2.9,12,3.2,58,21,158,74,11
371,210,56.6,2442,6.6,4.9,15,4,72,34,229,76,18
357,184,51.5,2199,6.2,3.4,13,3.6,53,25,129,66.7,12
337,220,65.3,2903,8.6,5.6,13,3.9,56,21,124,95.1,19
328,177,54,1661,5.1,2.7,9,2.7,53,25,146,65.9,9
317,175,55.2,1994,6.3,3.5,13,4.1,83,18,111,68.8,11
316,180,57,2647,8.4,5.7,6,1.9,87,21,140,95.5,18
276,147,53.3,1677,6.1,1.1,13,4.7,51,46,256,55.8,3
260,162,62.3,1789,6.9,3.1,4,1.5,74,12,92,86.5,8
244,148,60.7,1878,7.7,4.5,1,0.4,78,16,106,98,11
241,145,60.2,1735,7.2,4.1,9,3.7,49,20,119,80.5,10
207,110,53.1,1297,6.3,4.8,6,2.9,66,7,55,76.5,10
198,121,61.1,1342,6.8,3.5,9,4.5,39,24,127,74.1,7
192,110,57.3,1105,5.8,1.6,8,4.2,57,26,174,61.7,3
188,116,61.7,1309,7,5.3,2,1.1,65,6,40,95.8,10
183,108,59,1159,6.3,3.8,5,2.7,51,9,48,79,7
169,90,53.3,1164,6.9,4.1,8,4.7,51,16,107,69.2,7
168,108,64.3,1377,8.2,3.6,5,3,64,14,104,89.3,6
141,82,58.2,927,6.6,5.7,7,5,49,14,83,76.2,8
137,81,59.1,1001,7.3,6.6,5,3.6,71,13,85,88.5,9
134,81,60.4,929,6.9,1.5,3,2.2,52,21,150,77,2
117,66,56.4,793,6.8,4.3,8,6.8,54,8,66,63.1,5
106,58,54.7,585,5.5,0.9,7,6.6,55,4,32,46.3,1
101,61,60.4,748,7.4,4,2,2,64,4,18,88.2,4
96,56,58.3,625,6.5,2.1,4,4.2,38,10,55,67.4,2
90,42,46.7,549,6.1,1.1,6,6.7,36,4,23,42.3,1
81,47,58,475,5.9,2.5,4,4.9,50,8,37,62.5,2
68,38,55.9,412,6.1,2.9,1,1.5,38,5,24,77.6,2
55,33,60,485,8.8,9.1,2,3.6,77,3,16,104,5
53,31,58.5,492,9.3,9.4,0,0,87,3,13,121,5
39,27,69.2,265,6.8,7.7,1,2.6,28,1,5,103,3
38,26,68.4,342,9,7.9,0,0,89,1,10,122.9,3
32,18,56.2,220,6.9,3.1,2,6.2,75,3,22,62,1
27,18,66.7,208,7.7,3.7,2,7.4,47,2,8,71.2,1
24,16,66.7,208,8.7,4.2,1,4.2,65,5,18,90.3,1
22,13,59.1,166,7.5,0,0,0,32,1,11,82.8,0
18,13,72.2,146,8.1,0,1,5.6,50,6,42,72.9,0
15,6,40,46,3.1,0,0,0,16,3,18,48.2,0
13,6,46.2,68,5.2,7.7,2,15.4,29,0,0,48.4,1
11,6,54.5,56,5.1,0,1,9.1,18,0,0,30.9,0
8,5,62.5,32,4,0,0,0,10,3,15,70.8,0
7,3,42.9,23,3.3,0,2,28.6,11,1,10,11.9,0
3,1,33.3,27,9,0,0,0,27,0,0,67.4,0
3,2,66.7,88,29.3,33.3,0,0,48,0,0,149.3,1
3,2,66.7,29,9.7,33.3,0,0,23,0,0,137.5,1
3,2,66.7,20,6.7,66.7,0,0,19,0,0,125,2
3,3,100,31,10.3,0,0,0,22,0,0,109.7,0
2,0,0,0,0,0,1,50,0,0,0,0,0
2,1,50,4,2,0,0,0,4,1,6,56.3,0
1,1,100,11,11,0,0,0,11,0,0,112.5,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,4,27,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,1,7,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,-4,-4,0,0,0,-4,1,1,79.2,0
1,1,100,16,16,100,0,0,16,0,0,158.3,1
1,1,100,37,37,0,0,0,37,0,0,118.8,0
1,1,100,15,15,100,0,0,15,0,0,158.3,1
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,16,16,0,0,0,16,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,21,21,0,0,0,21,0,0,118.8,0
0,0,0,0,0,0,0,0,0,1,3,0,0
0,0,0,0,0,0,0,0,0,1,3,0,0
635,413,65,5069,8,5.4,17,2.7,84,13,92,96.2,34
616,384,62.3,4526,7.3,4.1,18,2.9,93,11,69,86,25
598,401,67.1,4583,7.7,5,14,2.3,79,26,182,96.9,30
571,345,60.4,3916,6.9,4,11,1.9,90,23,149,86.4,23
555,371,66.8,4002,7.2,4.9,12,2.2,75,14,86,95,27
536,341,63.6,4038,7.5,5.2,13,2.4,71,34,231,93.8,28
535,335,62.6,3620,6.8,2.8,13,2.4,41,42,288,81.7,15
522,343,65.7,3472,6.7,4.2,22,4.2,56,30,213,81,22
516,327,63.4,3693,7.2,4.1,11,2.1,76,47,219,89.4,21
506,315,62.3,3245,6.4,2.6,6,1.2,67,38,266,84.3,13
479,289,60.3,3238,6.8,4.4,10,2.1,48,27,174,86.4,21
478,312,65.3,4009,8.4,7.1,11,2.3,67,25,151,105.5,34
476,321,67.4,3653,7.7,4,7,1.5,80,24,121,97.4,19
469,281,59.9,3301,7,3.6,15,3.2,65,46,284,80.1,17
465,272,58.5,2972,6.4,3.9,12,2.6,65,27,160,79.6,18
450,276,61.3,3448,7.7,5.8,14,3.1,75,20,123,91.4,26
440,251,57,2720,6.2,2.5,13,3,80,38,263,71.4,11
434,265,61.1,3440,7.9,3.7,11,2.5,70,17,104,87.7,16
428,257,60,2971,6.9,3.3,12,2.8,70,32,276,80.3,14
420,230,54.8,2608,6.2,4.3,12,2.9,75,26,162,76,18
415,242,58.3,2676,6.4,2.9,7,1.7,56,8,60,80.2,12
414,246,59.4,3288,7.9,3.6,12,2.9,65,20,130,84.7,15
380,251,66.1,3043,8,3.9,10,2.6,65,23,149,92.7,15
376,244,64.9,2712,7.2,3.2,6,1.6,71,23,100,90.2,12
374,245,65.5,2699,7.2,2.9,10,2.7,65,23,143,85.4,11
372,221,59.4,1905,5.1,2.2,9,2.4,79,38,193,70,8
368,198,53.8,2423,6.6,3.5,8,2.2,84,31,210,77.1,13
301,178,59.1,2157,7.2,4,15,5,99,29,164,73.7,12
